C:AP | 2025.09.18 at 11:23:34 CDT | main |  INFO | org.jvmxray.events.system.settings |  | caller=sun.instrument.InstrumentationImpl:560, message=Environment Setting: IS_SANDBOX=1, AID=7KLZZAC0DM9RA1ISVXQY63NTK, CID=unit-test
C:AP | 2025.09.18 at 11:23:38 CDT | main |  INFO | org.jvmxray.events.system.settings |  | caller=sun.instrument.InstrumentationImpl:560, message=System Property: sun.java.command=org.jvmxray.shared.integration.turtle.TurtleIntegrationTest -d 1 -i medium -v, AID=7KLZZAC0DM9RA1ISVXQY63NTK, CID=unit-test
C:AP | 2025.09.18 at 11:23:38 CDT | main |  INFO | org.jvmxray.events.system.settings |  | caller=sun.instrument.InstrumentationImpl:560, message=System Property: http.nonProxyHosts=local|*.local|169.254/16|*.169.254/16, AID=7KLZZAC0DM9RA1ISVXQY63NTK, CID=unit-test
C:AP | 2025.09.18 at 11:23:38 CDT | main |  INFO | org.jvmxray.events.system.settings |  | caller=sun.instrument.InstrumentationImpl:560, message=System Property: jdk.debug=release, AID=7KLZZAC0DM9RA1ISVXQY63NTK, CID=unit-test
C:AP | 2025.09.18 at 11:23:38 CDT | main |  INFO | org.jvmxray.events.system.settings |  | caller=sun.instrument.InstrumentationImpl:560, message=System Property: sun.cpu.endian=little, AID=7KLZZAC0DM9RA1ISVXQY63NTK, CID=unit-test
C:AP | 2025.09.18 at 11:23:38 CDT | main |  INFO | org.jvmxray.events.system.settings |  | caller=sun.instrument.InstrumentationImpl:560, message=System Property: user.home=/Users/milton, AID=7KLZZAC0DM9RA1ISVXQY63NTK, CID=unit-test
C:AP | 2025.09.18 at 11:23:38 CDT | main |  INFO | org.jvmxray.events.system.settings |  | caller=sun.instrument.InstrumentationImpl:560, message=System Property: user.language=en, AID=7KLZZAC0DM9RA1ISVXQY63NTK, CID=unit-test
C:AP | 2025.09.18 at 11:23:38 CDT | main |  INFO | org.jvmxray.events.system.settings |  | caller=sun.instrument.InstrumentationImpl:560, message=System Property: java.specification.vendor=Oracle Corporation, AID=7KLZZAC0DM9RA1ISVXQY63NTK, CID=unit-test
C:AP | 2025.09.18 at 11:23:38 CDT | main |  INFO | org.jvmxray.events.system.settings |  | caller=sun.instrument.InstrumentationImpl:560, message=System Property: java.version.date=2024-01-16, AID=7KLZZAC0DM9RA1ISVXQY63NTK, CID=unit-test
C:AP | 2025.09.18 at 11:23:38 CDT | main |  INFO | org.jvmxray.events.system.settings |  | caller=sun.instrument.InstrumentationImpl:560, message=System Property: java.home=/Users/milton/Library/Java/JavaVirtualMachines/openjdk-21.0.2/Contents/Home, AID=7KLZZAC0DM9RA1ISVXQY63NTK, CID=unit-test
C:AP | 2025.09.18 at 11:23:38 CDT | main |  INFO | org.jvmxray.events.system.settings |  | caller=sun.instrument.InstrumentationImpl:560, message=System Property: file.separator=/, AID=7KLZZAC0DM9RA1ISVXQY63NTK, CID=unit-test
C:AP | 2025.09.18 at 11:23:38 CDT | main |  INFO | org.jvmxray.events.system.settings |  | caller=sun.instrument.InstrumentationImpl:560, message=System Property: java.vm.compressedOopsMode=Zero based, AID=7KLZZAC0DM9RA1ISVXQY63NTK, CID=unit-test
C:AP | 2025.09.18 at 11:23:38 CDT | main |  INFO | org.jvmxray.events.system.settings |  | caller=sun.instrument.InstrumentationImpl:560, message=System Property: line.separator=, AID=7KLZZAC0DM9RA1ISVXQY63NTK, CID=unit-test
C:AP | 2025.09.18 at 11:23:38 CDT | main |  INFO | org.jvmxray.events.system.settings |  | caller=sun.instrument.InstrumentationImpl:560, message=System Property: java.vm.specification.vendor=Oracle Corporation, AID=7KLZZAC0DM9RA1ISVXQY63NTK, CID=unit-test
C:AP | 2025.09.18 at 11:23:38 CDT | main |  INFO | org.jvmxray.events.system.settings |  | caller=sun.instrument.InstrumentationImpl:560, message=System Property: java.specification.name=Java Platform API Specification, AID=7KLZZAC0DM9RA1ISVXQY63NTK, CID=unit-test
C:AP | 2025.09.18 at 11:23:38 CDT | main |  INFO | org.jvmxray.events.system.settings |  | caller=sun.instrument.InstrumentationImpl:560, message=System Property: jvmxray.test.home=/Users/milton/github/jvmxray/prj-common/../.jvmxray, AID=7KLZZAC0DM9RA1ISVXQY63NTK, CID=unit-test
C:AP | 2025.09.18 at 11:23:38 CDT | main |  INFO | org.jvmxray.events.system.settings |  | caller=sun.instrument.InstrumentationImpl:560, message=System Property: jvmxray.test.progress=true, AID=7KLZZAC0DM9RA1ISVXQY63NTK, CID=unit-test
C:AP | 2025.09.18 at 11:23:38 CDT | main |  INFO | org.jvmxray.events.system.settings |  | caller=sun.instrument.InstrumentationImpl:560, message=System Property: sun.management.compiler=HotSpot 64-Bit Tiered Compilers, AID=7KLZZAC0DM9RA1ISVXQY63NTK, CID=unit-test
C:AP | 2025.09.18 at 11:23:38 CDT | main |  INFO | org.jvmxray.events.system.settings |  | caller=sun.instrument.InstrumentationImpl:560, message=System Property: ftp.nonProxyHosts=local|*.local|169.254/16|*.169.254/16, AID=7KLZZAC0DM9RA1ISVXQY63NTK, CID=unit-test
C:AP | 2025.09.18 at 11:23:38 CDT | main |  INFO | org.jvmxray.events.system.settings |  | caller=sun.instrument.InstrumentationImpl:560, message=System Property: java.runtime.version=21.0.2+13-58, AID=7KLZZAC0DM9RA1ISVXQY63NTK, CID=unit-test
C:AP | 2025.09.18 at 11:23:38 CDT | main |  INFO | org.jvmxray.events.system.settings |  | caller=sun.instrument.InstrumentationImpl:560, message=System Property: user.name=milton, AID=7KLZZAC0DM9RA1ISVXQY63NTK, CID=unit-test
C:AP | 2025.09.18 at 11:23:38 CDT | main |  INFO | org.jvmxray.events.system.settings |  | caller=sun.instrument.InstrumentationImpl:560, message=System Property: stdout.encoding=UTF-8, AID=7KLZZAC0DM9RA1ISVXQY63NTK, CID=unit-test
C:AP | 2025.09.18 at 11:23:38 CDT | main |  INFO | org.jvmxray.events.system.settings |  | caller=sun.instrument.InstrumentationImpl:560, message=System Property: path.separator=:, AID=7KLZZAC0DM9RA1ISVXQY63NTK, CID=unit-test
C:AP | 2025.09.18 at 11:23:38 CDT | main |  INFO | org.jvmxray.events.system.settings |  | caller=sun.instrument.InstrumentationImpl:560, message=System Property: os.version=15.6.1, AID=7KLZZAC0DM9RA1ISVXQY63NTK, CID=unit-test
C:AP | 2025.09.18 at 11:23:38 CDT | main |  INFO | org.jvmxray.events.system.settings |  | caller=sun.instrument.InstrumentationImpl:560, message=System Property: java.runtime.name=OpenJDK Runtime Environment, AID=7KLZZAC0DM9RA1ISVXQY63NTK, CID=unit-test
C:AP | 2025.09.18 at 11:23:38 CDT | main |  INFO | org.jvmxray.events.system.settings |  | caller=sun.instrument.InstrumentationImpl:560, message=System Property: file.encoding=UTF-8, AID=7KLZZAC0DM9RA1ISVXQY63NTK, CID=unit-test
C:AP | 2025.09.18 at 11:23:38 CDT | main |  INFO | org.jvmxray.events.system.settings |  | caller=sun.instrument.InstrumentationImpl:560, message=System Property: java.vm.name=OpenJDK 64-Bit Server VM, AID=7KLZZAC0DM9RA1ISVXQY63NTK, CID=unit-test
C:AP | 2025.09.18 at 11:23:38 CDT | main |  INFO | org.jvmxray.events.system.settings |  | caller=sun.instrument.InstrumentationImpl:560, message=System Property: java.vendor.url.bug=https://bugreport.java.com/bugreport/, AID=7KLZZAC0DM9RA1ISVXQY63NTK, CID=unit-test
C:AP | 2025.09.18 at 11:23:38 CDT | main |  INFO | org.jvmxray.events.system.settings |  | caller=sun.instrument.InstrumentationImpl:560, message=System Property: java.io.tmpdir=/var/folders/3k/p500md7x7276dj7f9mp_rs5c0000gn/T/, AID=7KLZZAC0DM9RA1ISVXQY63NTK, CID=unit-test
C:AP | 2025.09.18 at 11:23:38 CDT | main |  INFO | org.jvmxray.events.system.settings |  | caller=sun.instrument.InstrumentationImpl:560, message=System Property: java.version=21.0.2, AID=7KLZZAC0DM9RA1ISVXQY63NTK, CID=unit-test
C:AP | 2025.09.18 at 11:23:38 CDT | main |  INFO | org.jvmxray.events.system.settings |  | caller=sun.instrument.InstrumentationImpl:560, message=System Property: user.dir=/Users/milton/github/jvmxray/prj-common, AID=7KLZZAC0DM9RA1ISVXQY63NTK, CID=unit-test
C:AP | 2025.09.18 at 11:23:38 CDT | main |  INFO | org.jvmxray.events.system.settings |  | caller=sun.instrument.InstrumentationImpl:560, message=System Property: os.arch=aarch64, AID=7KLZZAC0DM9RA1ISVXQY63NTK, CID=unit-test
C:AP | 2025.09.18 at 11:23:38 CDT | main |  INFO | org.jvmxray.events.system.settings |  | caller=sun.instrument.InstrumentationImpl:560, message=System Property: java.vm.specification.name=Java Virtual Machine Specification, AID=7KLZZAC0DM9RA1ISVXQY63NTK, CID=unit-test
C:AP | 2025.09.18 at 11:23:38 CDT | main |  INFO | org.jvmxray.events.system.settings |  | caller=sun.instrument.InstrumentationImpl:560, message=System Property: native.encoding=UTF-8, AID=7KLZZAC0DM9RA1ISVXQY63NTK, CID=unit-test
C:AP | 2025.09.18 at 11:23:38 CDT | main |  INFO | org.jvmxray.events.system.settings |  | caller=sun.instrument.InstrumentationImpl:560, message=System Property: java.library.path=/Users/milton/Library/Java/Extensions:/Library/Java/Extensions:/Network/Library/Java/Extensions:/System/Library/Java/Extensions:/usr/lib/java:., AID=7KLZZAC0DM9RA1ISVXQY63NTK, CID=unit-test
C:AP | 2025.09.18 at 11:23:38 CDT | main |  INFO | org.jvmxray.events.system.settings |  | caller=sun.instrument.InstrumentationImpl:560, message=System Property: java.vm.info=mixed mode, sharing, AID=7KLZZAC0DM9RA1ISVXQY63NTK, CID=unit-test
C:AP | 2025.09.18 at 11:23:38 CDT | main |  INFO | org.jvmxray.events.system.settings |  | caller=sun.instrument.InstrumentationImpl:560, message=System Property: stderr.encoding=UTF-8, AID=7KLZZAC0DM9RA1ISVXQY63NTK, CID=unit-test
C:AP | 2025.09.18 at 11:23:38 CDT | main |  INFO | org.jvmxray.events.system.settings |  | caller=sun.instrument.InstrumentationImpl:560, message=System Property: java.vendor=Oracle Corporation, AID=7KLZZAC0DM9RA1ISVXQY63NTK, CID=unit-test
C:AP | 2025.09.18 at 11:23:38 CDT | main |  INFO | org.jvmxray.events.system.settings |  | caller=sun.instrument.InstrumentationImpl:560, message=System Property: java.vm.version=21.0.2+13-58, AID=7KLZZAC0DM9RA1ISVXQY63NTK, CID=unit-test
C:AP | 2025.09.18 at 11:23:38 CDT | main |  INFO | org.jvmxray.events.system.settings |  | caller=sun.instrument.InstrumentationImpl:560, message=System Property: sun.io.unicode.encoding=UnicodeBig, AID=7KLZZAC0DM9RA1ISVXQY63NTK, CID=unit-test
C:AP | 2025.09.18 at 11:23:38 CDT | main |  INFO | org.jvmxray.events.system.settings |  | caller=sun.instrument.InstrumentationImpl:560, message=System Property: socksNonProxyHosts=local|*.local|169.254/16|*.169.254/16, AID=7KLZZAC0DM9RA1ISVXQY63NTK, CID=unit-test
C:AP | 2025.09.18 at 11:23:38 CDT | main |  INFO | org.jvmxray.events.system.settings |  | caller=sun.instrument.InstrumentationImpl:560, message=System Property: java.class.version=65.0, AID=7KLZZAC0DM9RA1ISVXQY63NTK, CID=unit-test
C:AP | 2025.09.18 at 11:23:38 CDT | main |  INFO | org.jvmxray.events.system.process |  | args=JVMXRay Process Test, caller=java.lang.ProcessBuilder:1089, AID=7KLZZAC0DM9RA1ISVXQY63NTK, operation=EXECUTE, command=echo, CID=unit-test
